timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2020-05-20,64579.39634500,65021.17300000,61612.21900000,62837.26229500,9775.13000000,9842.00000000,9326.00000000,9511.43000000,74923.73809000,74923.73809000
2020-05-19,64307.20854500,65385.91786500,62589.98100000,64582.03894500,9733.93000000,9897.21000000,9474.00000000,9775.53000000,78539.76045400,78539.76045400
2020-05-18,63958.25321500,65734.67500000,62525.43549500,64307.20854500,9681.11000000,9950.00000000,9464.23000000,9733.93000000,82006.60358300,82006.60358300
2020-05-17,61974.32126500,65325.07200000,61586.45365000,63951.18426000,9380.81000000,9888.00000000,9322.10000000,9680.04000000,68647.76432300,68647.76432300
2020-05-16,61545.88974000,63343.12200000,60911.93000000,61977.36025500,9315.96000000,9588.00000000,9220.00000000,9381.27000000,59587.62786200,59587.62786200
2020-05-15,64690.64980500,65045.08853000,60449.47500000,61548.92873000,9791.97000000,9845.62000000,9150.00000000,9316.42000000,115890.76151600,115890.76151600
2020-05-14,61502.22077500,65662.00350000,61154.78494000,64690.71587000,9309.35000000,9939.00000000,9256.76000000,9791.98000000,129565.37747000,129565.37747000
2020-05-13,58209.80543500,62087.88700000,58090.88843500,61502.35290500,8810.99000000,9398.00000000,8792.99000000,9309.37000000,92466.27401800,92466.27401800
2020-05-12,56565.11726000,59314.87469000,56345.38507000,58208.48413500,8562.04000000,8978.26000000,8528.78000000,8810.79000000,86522.78006600,86522.78006600
2020-05-11,57626.98000500,60568.39200000,54173.30000000,56561.68188000,8722.77000000,9168.00000000,8200.00000000,8561.52000000,168807.25183200,168807.25183200
2020-05-10,63020.06415000,63256.11439500,53624.96050000,57626.98000500,9539.10000000,9574.83000000,8117.00000000,8722.77000000,183865.18202800,183865.18202800
2020-05-09,64743.83213000,65498.49262500,62893.88000000,63022.04610000,9800.02000000,9914.25000000,9520.00000000,9539.40000000,81950.67956700,81950.67956700
2020-05-08,65974.49095000,66302.56974000,64116.08250000,64743.76606500,9986.30000000,10035.96000000,9705.00000000,9800.01000000,100683.79640000,100683.79640000
2020-05-07,60405.87210000,66507.63550000,59597.23650000,65975.15160000,9143.40000000,10067.00000000,9021.00000000,9986.40000000,147154.61137800,147154.61137800
2020-05-06,59599.61484000,62068.06750000,58838.87636500,60402.70098000,9021.36000000,9395.00000000,8906.21000000,9142.92000000,105925.30242000,105925.30242000
2020-05-05,58612.33948000,60241.89877000,57872.94000000,59602.71989500,8871.92000000,9118.58000000,8760.00000000,9021.83000000,76480.76534200,76480.76534200
2020-05-04,58759.20197500,59128.17500000,56300.59300000,58612.60374000,8894.15000000,8950.00000000,8522.00000000,8871.96000000,84418.51233100,84418.51233100
2020-05-03,59277.34977000,60779.80000000,57555.82800000,58759.26804000,8972.58000000,9200.00000000,8712.00000000,8894.16000000,90126.06564300,90126.06564300
2020-05-02,58306.78885500,59524.56500000,57826.69450000,59273.84832500,8825.67000000,9010.00000000,8753.00000000,8972.05000000,59002.08755000,59002.08755000
2020-05-01,56948.03000000,59849.47267000,56905.48414000,58315.31124000,8620.00000000,9059.18000000,8613.56000000,8826.96000000,91468.81505900,91468.81505900
2020-04-30,57995.68877000,62497.49000000,55501.20650000,56948.03000000,8778.58000000,9460.00000000,8401.00000000,8620.00000000,206277.21412400,206277.21412400
2020-04-29,51124.92877000,59147.26778500,50936.44532500,57995.62270500,7738.58000000,8952.89000000,7710.05000000,8778.57000000,183546.88751400,183546.88751400
2020-04-28,51355.69381500,51398.57000000,50599.97628000,51127.57137000,7773.51000000,7780.00000000,7659.12000000,7738.98000000,46302.75263800,46302.75263800
2020-04-27,50824.46515000,51477.98013000,50249.03900000,51363.02703000,7693.10000000,7792.02000000,7606.00000000,7774.62000000,65441.33957600,65441.33957600
2020-04-26,49806.60169500,50870.05000000,49416.62000000,50824.46515000,7539.03000000,7700.00000000,7480.00000000,7693.10000000,50522.61620900,50522.61620900
2020-04-25,49581.78250000,50903.08250000,49093.36395500,49804.22335500,7505.00000000,7705.00000000,7431.07000000,7538.67000000,43874.42772600,43874.42772600
2020-04-24,49442.78174000,50314.83974000,48808.82200000,49581.78250000,7483.96000000,7615.96000000,7388.00000000,7505.00000000,60182.11993900,60182.11993900
2020-04-23,47072.10528000,51121.09700000,46377.63000000,49432.40953500,7125.12000000,7738.00000000,7020.00000000,7482.39000000,102773.56956100,102773.56956100
2020-04-22,45197.44484000,47278.62447000,45043.11700000,47072.23741000,6841.36000000,7156.38000000,6818.00000000,7125.14000000,61486.37733400,61486.37733400
2020-04-21,45115.65637000,45849.11000000,44673.15300000,45197.51090500,6828.98000000,6940.00000000,6762.00000000,6841.37000000,60109.71080800,60109.71080800
2020-04-20,47047.52910000,47698.93000000,44600.48150000,45101.45239500,7121.40000000,7220.00000000,6751.00000000,6826.83000000,90149.49137000,90149.49137000
2020-04-19,47887.87590000,48003.81997500,46612.82140000,47043.16881000,7248.60000000,7266.15000000,7055.60000000,7120.74000000,45664.86393000,45664.86393000
2020-04-18,46422.42207000,48181.73302000,46340.63360000,47887.87590000,7026.78000000,7293.08000000,7014.40000000,7248.60000000,49488.54281900,49488.54281900
2020-04-17,46919.29693500,47224.05478000,46066.99237000,46427.50907500,7101.99000000,7148.12000000,6972.98000000,7027.55000000,54126.50976300,54126.50976300
2020-04-16,43743.28812500,47500.73500000,42732.62575500,46918.96661000,6621.25000000,7190.00000000,6468.27000000,7101.94000000,125009.85753900,125009.85753900
2020-04-15,45377.20770500,45802.86450000,43635.93250000,43743.22206000,6868.57000000,6933.00000000,6605.00000000,6621.24000000,61571.38499400,61571.38499400
2020-04-14,45175.51126000,46100.15700000,44622.15082000,45378.06655000,6838.04000000,6978.00000000,6754.28000000,6868.70000000,69068.62328500,69068.62328500
2020-04-13,45609.88863500,45609.88863500,43437.73750000,45174.65241500,6903.79000000,6903.79000000,6575.00000000,6837.91000000,96415.47657300,96415.47657300
2020-04-12,45431.84346000,47414.85050000,44792.07000000,45609.88863500,6876.84000000,7177.00000000,6780.00000000,6903.79000000,73868.66650100,73868.66650100
2020-04-11,45313.45498000,45877.51795000,44659.94000000,45431.77739500,6858.92000000,6944.30000000,6760.00000000,6876.83000000,45470.29320600,45470.29320600
2020-04-10,48118.70701000,48199.37237500,44527.67787000,45313.45498000,7283.54000000,7295.75000000,6739.98000000,6858.92000000,104674.62337500,104674.62337500
2020-04-09,48625.55769000,48702.58948000,46959.53052000,48118.70701000,7360.26000000,7371.92000000,7108.08000000,7283.54000000,61094.87241700,61094.87241700
2020-04-08,47549.09458000,49020.23000000,47236.47500000,48632.29632000,7197.32000000,7420.00000000,7150.00000000,7361.28000000,76059.14583800,76059.14583800
2020-04-07,48424.98435000,49282.44198500,46754.20050000,47549.09458000,7329.90000000,7459.69000000,7077.00000000,7197.32000000,103585.16891800,103585.16891800
2020-04-06,44744.37107000,48591.73241000,44692.97250000,48424.98435000,6772.78000000,7355.14000000,6765.00000000,7329.90000000,118052.00083200,118052.00083200
2020-04-05,45303.47916500,45555.38501000,44115.03588000,44744.37107000,6857.41000000,6895.54000000,6677.52000000,6772.78000000,49685.35698300,49685.35698300
2020-04-04,44481.36630500,46182.14366500,43933.29106500,45300.70443500,6732.97000000,6990.41000000,6650.01000000,6856.99000000,72990.86113900,72990.86113900
2020-04-03,44883.63609000,46562.61200000,43616.77365000,44488.83165000,6793.86000000,7048.00000000,6602.10000000,6734.10000000,104080.27693900,104080.27693900
2020-04-02,43889.35784000,47553.58700000,43279.18150000,44885.15558500,6643.36000000,7198.00000000,6551.00000000,6794.09000000,149299.90687100,149299.90687100
2020-04-01,42361.80291000,44131.02361000,40630.70171500,43886.45098000,6412.14000000,6679.94000000,6150.11000000,6642.92000000,97500.75240000,97500.75240000
2020-03-31,42244.93392500,43095.71899500,41762.32910000,42350.57186000,6394.45000000,6523.23000000,6321.40000000,6410.44000000,72337.59525900,72337.59525900
2020-03-30,38849.52325000,43596.29350000,38699.29144000,42244.47147000,5880.50000000,6599.00000000,5857.76000000,6394.38000000,118889.54999200,118889.54999200
2020-03-29,41202.42822500,41396.32900000,38757.42864000,38855.60123000,6236.65000000,6266.00000000,5866.56000000,5881.42000000,63311.62771400,63311.62771400
2020-03-28,42011.46021500,42017.34000000,39797.55600000,41202.42822500,6359.11000000,6360.00000000,6024.00000000,6236.65000000,93159.69342900,93159.69342900
2020-03-27,44509.77425500,45205.57083500,41363.29650000,42011.46021500,6737.27000000,6842.59000000,6261.00000000,6359.11000000,82914.96835400,82914.96835400
2020-03-26,44114.37523000,44792.07000000,43008.31500000,44510.36884000,6677.42000000,6780.00000000,6510.00000000,6737.36000000,83026.55521100,83026.55521100
2020-03-25,44558.79448500,45967.76274000,42611.92500000,44114.44129500,6744.69000000,6957.96000000,6450.00000000,6677.43000000,132155.73498900,132155.73498900
2020-03-24,42712.67412500,45142.21450000,42092.19164500,44558.99268000,6465.25000000,6833.00000000,6371.33000000,6744.72000000,151138.00987800,151138.00987800
2020-03-23,38423.73432500,43602.90000000,37577.77200000,42726.28351500,5816.05000000,6600.00000000,5688.00000000,6467.31000000,164674.21578500,164674.21578500
2020-03-22,40874.67976000,42333.59315500,37881.73706500,38424.65923500,6187.04000000,6407.87000000,5734.01000000,5816.19000000,119115.99052700,119115.99052700
2020-03-21,40990.49170500,42658.03837000,38714.22213000,40874.28337000,6204.57000000,6456.98000000,5860.02000000,6186.98000000,128913.66836300,128913.66836300
2020-03-20,40709.58332500,45584.85000000,37458.85500000,41015.53034000,6162.05000000,6900.00000000,5670.00000000,6208.36000000,219298.32951400,219298.32951400
2020-03-19,35630.57219000,42281.60000000,34700.83944500,40711.69740500,5393.26000000,6400.00000000,5252.53000000,6162.37000000,199020.87343900,199020.87343900
2020-03-18,35097.95616000,35914.05710500,33094.40290500,35629.11876000,5312.64000000,5436.17000000,5009.37000000,5393.04000000,137127.63489400,137127.63489400
2020-03-17,33223.16359000,36500.91250000,32513.55942500,35097.95616000,5028.86000000,5525.00000000,4921.45000000,5312.64000000,150089.92631800,150089.92631800
2020-03-16,35413.02014500,35446.64723000,29346.86578000,33223.89030500,5360.33000000,5365.42000000,4442.12000000,5028.97000000,227276.92276000,227276.92276000
2020-03-15,34171.98912000,39242.61000000,33647.56515000,35419.42845000,5172.48000000,5940.00000000,5093.10000000,5361.30000000,139916.14653400,139916.14653400
2020-03-14,36838.17432500,37264.09538000,33396.71634500,34169.21439000,5576.05000000,5640.52000000,5055.13000000,5172.06000000,136910.13597400,136910.13597400
2020-03-13,31711.26606500,39341.70750000,24986.64184500,36855.02090000,4800.01000000,5955.00000000,3782.13000000,5578.60000000,402201.67376400,402201.67376400
2020-03-12,52419.80277000,52628.50210500,29134.66500000,31711.20000000,7934.58000000,7966.17000000,4410.00000000,4800.00000000,261505.60865300,261505.60865300
2020-03-11,52155.47670500,52719.87000000,50143.33500000,52419.40638000,7894.57000000,7980.00000000,7590.00000000,7934.52000000,79942.41117200,79942.41117200
2020-03-10,52388.68615500,53836.36850000,51055.09806500,52155.41064000,7929.87000000,8149.00000000,7728.01000000,7894.56000000,86783.44387500,86783.44387500
2020-03-09,53081.64194000,54036.61151500,50420.87406500,52388.68615500,8034.76000000,8179.31000000,7632.01000000,7929.87000000,116968.86326800,116968.86326800
2020-03-08,58700.40412500,58710.37994000,52852.00000000,53072.06251500,8885.25000000,8886.76000000,8000.00000000,8033.31000000,77537.31516600,77537.31516600
2020-03-07,60323.22478500,60700.52200000,58368.42750000,58709.71929000,9130.89000000,9188.00000000,8835.00000000,8886.66000000,45422.20452500,45422.20452500
2020-03-06,59819.47916000,60581.60500000,59362.70575000,60329.76522000,9054.64000000,9170.00000000,8985.50000000,9131.88000000,43782.94804400,43782.94804400
2020-03-05,57813.41543500,60511.70823000,57784.01651000,59819.74342000,8750.99000000,9159.42000000,8746.54000000,9054.68000000,58201.86635500,58201.86635500
2020-03-04,57873.40245500,58456.22788500,57212.29000000,57812.62265500,8760.07000000,8848.29000000,8660.00000000,8750.87000000,38696.48257800,38696.48257800
2020-03-03,58871.71067000,58927.66772500,57152.83150000,57873.40245500,8911.18000000,8919.65000000,8651.00000000,8760.07000000,55154.99728200,55154.99728200
2020-03-02,56355.42695000,59232.22737500,56142.03700000,58898.53306000,8530.30000000,8965.75000000,8498.00000000,8915.24000000,60401.31773000,60401.31773000
2020-03-01,56311.22946500,57806.87500000,55567.27150000,56365.86522000,8523.61000000,8750.00000000,8411.00000000,8531.88000000,43892.20177900,43892.20177900
2020-02-29,57415.77020000,58071.13500000,56310.83307500,56311.22946500,8690.80000000,8790.00000000,8523.55000000,8523.61000000,36748.18303500,36748.18303500
2020-02-28,58290.80112500,58797.85000000,55791.89250000,57429.70991500,8823.25000000,8900.00000000,8445.00000000,8692.91000000,71155.20897700,71155.20897700
2020-02-27,58044.70900000,59271.99850500,56360.05150000,58290.53686500,8786.00000000,8971.77000000,8531.00000000,8823.21000000,72483.57876200,72483.57876200
2020-02-26,61549.32512000,61952.05736000,57038.07659500,58039.75412500,9316.48000000,9377.44000000,8633.63000000,8785.25000000,92130.34548200,92130.34548200
2020-02-25,63789.19288000,63917.88750000,61110.12500000,61545.09696000,9655.52000000,9675.00000000,9250.00000000,9315.84000000,54379.34455200,54379.34455200
2020-02-24,65644.82660000,65998.93500000,62587.07414000,63793.22284500,9936.40000000,9990.00000000,9473.56000000,9656.13000000,55796.59612000,55796.59612000
2020-02-23,63758.34052500,65998.93500000,63719.69250000,65644.82660000,9650.85000000,9990.00000000,9645.00000000,9936.40000000,37702.08984300,37702.08984300
2020-02-22,63931.43082500,64143.63160500,63158.27213000,63758.40659000,9677.05000000,9709.17000000,9560.02000000,9650.86000000,24636.75762300,24636.75762300
2020-02-21,63403.96786500,64449.77681500,63093.46236500,63931.43082500,9597.21000000,9755.51000000,9550.21000000,9677.05000000,42181.55452400,42181.55452400
2020-02-20,63387.05522500,64076.44350000,62101.10000000,63398.74873000,9594.65000000,9699.00000000,9400.00000000,9596.42000000,60152.34291400,60152.34291400
2020-02-19,67153.61907000,67716.62500000,61770.77500000,63381.37363500,10164.78000000,10250.00000000,9350.00000000,9593.79000000,55162.58689500,55162.58689500
2020-02-18,64122.68900000,67716.62500000,63263.91006500,67153.15661500,9706.00000000,10250.00000000,9576.01000000,10164.71000000,70604.12401900,70604.12401900
2020-02-17,65475.03955000,65828.22304000,62449.06435500,64122.68900000,9910.70000000,9964.16000000,9452.67000000,9706.00000000,70261.01190100,70261.01190100
2020-02-16,65433.81499000,66395.32500000,63674.23978000,65518.44425500,9904.46000000,10050.00000000,9638.12000000,9917.27000000,60023.99953700,60023.99953700
2020-02-15,68340.01434000,68542.43750000,64750.30650000,65435.53268000,10344.36000000,10375.00000000,9801.00000000,9904.72000000,57657.20294700,57657.20294700
2020-02-14,67569.82857000,68585.77614000,66800.76590500,68340.01434000,10227.78000000,10381.56000000,10111.37000000,10344.36000000,47038.48017300,47038.48017300
2020-02-13,68214.29264500,69368.25000000,66593.52000000,67582.05059500,10325.33000000,10500.00000000,10080.00000000,10229.63000000,79344.35875900,79344.35875900
2020-02-12,67538.77802000,69037.92500000,67538.77802000,68221.75799000,10223.08000000,10450.00000000,10223.08000000,10326.46000000,61008.06393000,61008.06393000
2020-02-11,65085.52031000,68202.79733500,64083.05000000,67538.77802000,9851.74000000,10323.59000000,9700.00000000,10223.08000000,62422.39522400,62422.39522400
2020-02-10,67067.33818000,67307.02200000,64453.01400000,65086.11489500,10151.72000000,10188.00000000,9756.00000000,9851.83000000,59573.08461900,59573.08461900
2020-02-09,65371.58176000,67161.67900000,65277.17487500,67067.53637500,9895.04000000,10166.00000000,9880.75000000,10151.75000000,43408.47561600,43408.47561600
2020-02-08,64835.33215500,65668.61000000,63865.76221500,65371.64782500,9813.87000000,9940.00000000,9667.11000000,9895.05000000,43600.84366600,43600.84366600
2020-02-07,64558.71800000,65305.25250000,64281.24500000,64834.40724500,9772.00000000,9885.00000000,9730.00000000,9813.73000000,43966.11463200,43966.11463200
2020-02-06,63501.87619500,65157.06870500,62935.83127500,64558.71800000,9612.03000000,9862.57000000,9526.35000000,9772.00000000,64949.70658800,64949.70658800
2020-02-05,60760.11263000,64376.70892500,60629.30393000,63501.94226000,9197.02000000,9744.45000000,9177.22000000,9612.04000000,64870.41561500,64870.41561500
2020-02-04,61383.30377500,61770.77500000,60072.97056500,60760.11263000,9291.35000000,9350.00000000,9093.01000000,9197.02000000,53308.17526600,53308.17526600
2020-02-03,61649.14933500,63546.53613500,61004.42100000,61389.18356000,9331.59000000,9618.79000000,9234.00000000,9292.24000000,50892.13345100,50892.13345100
2020-02-02,61998.10466500,62609.99869500,60251.28000000,61648.62081500,9384.41000000,9477.03000000,9120.00000000,9331.51000000,45690.91254000,45690.91254000
2020-02-01,61782.07211500,62527.41744500,61314.92650000,61999.42596500,9351.71000000,9464.53000000,9281.00000000,9384.61000000,28578.06735400,28578.06735400
2020-01-31,62837.85688000,62961.39843000,60845.93106500,61789.86778500,9511.52000000,9530.22000000,9210.01000000,9352.89000000,45552.02235200,45552.02235200
2020-01-30,61450.82220500,63277.05700000,60809.13286000,62849.02186500,9301.57000000,9578.00000000,9204.44000000,9513.21000000,60626.74425900,60626.74425900
2020-01-29,61938.18371000,62426.40406000,60885.50400000,61450.55794500,9375.34000000,9449.24000000,9216.00000000,9301.53000000,53864.06512200,53864.06512200
2020-01-28,58847.86120500,62101.10000000,58549.44560000,61930.71836500,8907.57000000,9400.00000000,8862.40000000,9374.21000000,74584.85376500,74584.85376500
2020-01-27,56910.96753500,59458.50000000,56386.47750000,58847.86120500,8614.39000000,9000.00000000,8535.00000000,8907.57000000,53973.54299600,53973.54299600
2020-01-26,55098.27606500,56935.67584500,54792.06479000,56914.99750000,8340.01000000,8618.13000000,8293.66000000,8615.00000000,31130.48516400,31130.48516400
2020-01-25,55752.18743500,55833.24919000,54535.99685000,55102.04177000,8438.99000000,8451.26000000,8254.90000000,8340.58000000,25521.15793200,25521.15793200
2020-01-24,55524.46138000,56340.36413000,54424.34700000,55752.25350000,8404.52000000,8528.02000000,8238.00000000,8439.00000000,41687.52952900,41687.52952900
2020-01-23,57362.72000500,57422.44276500,54876.16553500,55524.46138000,8682.77000000,8691.81000000,8306.39000000,8404.52000000,48165.94459700,48165.94459700
2020-01-22,57714.64826000,58256.11700000,56749.83500000,57360.01134000,8736.04000000,8818.00000000,8590.00000000,8682.36000000,29080.55713800,29080.55713800
2020-01-21,57095.68527500,58064.52850000,56075.97200000,57714.58219500,8642.35000000,8789.00000000,8488.00000000,8736.03000000,36494.68765900,36494.68765900
2020-01-20,57487.91318000,57786.98943500,56295.83632000,57095.68527500,8701.72000000,8746.99000000,8521.28000000,8642.35000000,38896.63974600,38896.63974600
2020-01-19,58897.54208500,60773.06137000,55930.62900000,57487.78105000,8915.09000000,9198.98000000,8466.00000000,8701.70000000,70676.88925900,70676.88925900
2020-01-18,58885.51825500,59385.03572000,58179.34947000,58903.28974000,8913.27000000,8988.88000000,8806.38000000,8915.96000000,38294.74654500,38294.74654500
2020-01-17,57609.67097500,59733.66072500,57294.47486000,58885.58432000,8720.15000000,9041.65000000,8672.44000000,8913.28000000,70897.73737700,70897.73737700
2020-01-16,58269.39606500,58532.33476500,56723.40900000,57608.74606500,8820.01000000,8859.81000000,8586.00000000,8720.01000000,51991.07428400,51991.07428400
2020-01-15,58233.91916000,58906.72512000,56578.06600000,58278.64516500,8814.64000000,8916.48000000,8564.00000000,8821.41000000,84816.29760600,84816.29760600
2020-01-14,53580.96121000,58665.72000000,53549.25001000,58203.33106500,8110.34000000,8880.00000000,8105.54000000,8810.01000000,120399.12674200,120399.12674200
2020-01-13,54074.00430500,54146.87400000,53221.23728500,53580.96121000,8184.97000000,8196.00000000,8055.89000000,8110.34000000,31159.75568300,31159.75568300
2020-01-12,52984.19606500,54153.48050000,52587.74000000,54074.07037000,8020.01000000,8197.00000000,7960.00000000,8184.98000000,38131.49433600,38131.49433600
2020-01-11,54165.76859000,54743.70521000,52872.87654000,52984.19606500,8198.86000000,8286.34000000,8003.16000000,8020.01000000,54810.03266700,54810.03266700
2020-01-10,51647.89931000,54166.69350000,50685.06800000,54153.61263000,7817.74000000,8199.00000000,7672.00000000,8197.02000000,82406.77744800,82406.77744800
2020-01-09,53213.50768000,53221.69974000,51200.37500000,51648.03144000,8054.72000000,8055.96000000,7750.00000000,7817.76000000,64239.51983000,64239.51983000
2020-01-08,53816.02048000,55857.95750000,51993.15500000,53221.83187000,8145.92000000,8455.00000000,7870.00000000,8055.98000000,112622.64264000,112622.64264000
2020-01-07,51259.17285000,54224.03792000,51026.69011500,53811.79232000,7758.90000000,8207.68000000,7723.71000000,8145.28000000,91171.68466100,91171.68466100
2020-01-06,48608.24866000,51499.91371000,48536.36994000,51253.22700000,7357.64000000,7795.34000000,7346.76000000,7758.00000000,54635.69531600,54635.69531600
2020-01-05,48585.45623500,49515.71750000,48346.36700000,48615.58187500,7354.19000000,7495.00000000,7318.00000000,7358.75000000,38331.08560400,38331.08560400
2020-01-04,48524.74250000,48914.52600000,48043.85536500,48584.92771500,7345.00000000,7404.00000000,7272.21000000,7354.11000000,29987.97497700,29987.97497700
2020-01-03,46017.50968500,48921.13250000,45393.52576000,48524.47824000,6965.49000000,7405.00000000,6871.04000000,7344.96000000,68428.50045100,68428.50045100
2020-01-02,47571.88700500,47649.38125000,45748.29481000,46018.96311500,7200.77000000,7212.50000000,6924.74000000,6965.71000000,31951.48393200,31951.48393200
2020-01-01,47535.35306000,47930.15750000,47402.62847500,47572.41552500,7195.24000000,7255.00000000,7175.15000000,7200.85000000,16792.38816500,16792.38816500
2019-12-31,47870.69900000,48359.58000000,47203.50856500,47535.28699500,7246.00000000,7320.00000000,7145.01000000,7195.23000000,25954.45353300,25954.45353300
2019-12-30,48811.66279500,48942.53756000,47698.93000000,47870.69900000,7388.43000000,7408.24000000,7220.00000000,7246.00000000,29605.91178200,29605.91178200
2019-12-29,48328.92584000,49736.70492500,48148.17200000,48810.40756000,7315.36000000,7528.45000000,7288.00000000,7388.24000000,31387.10608500,31387.10608500
2019-12-28,47928.63800500,48656.93856500,47822.27335500,48334.07891000,7254.77000000,7365.01000000,7238.67000000,7316.14000000,26848.98219900,26848.98219900
2019-12-27,47580.01300000,48067.96909000,46750.36873000,47928.43981000,7202.00000000,7275.86000000,7076.42000000,7254.74000000,33642.70186100,33642.70186100
2019-12-26,47599.89856500,49119.32750000,47283.51328000,47580.01300000,7205.01000000,7435.00000000,7157.12000000,7202.00000000,36259.76107600,36259.76107600
2019-12-25,47935.24450500,48040.94850500,47096.81359000,47597.38809500,7255.77000000,7271.77000000,7128.86000000,7204.63000000,27492.04432300,27492.04432300
2019-12-24,48341.74245000,49130.42642000,47282.98476000,47935.24450500,7317.30000000,7436.68000000,7157.04000000,7255.77000000,43629.49418800,43629.49418800
2019-12-23,49553.44061500,50839.52797000,48001.77196000,48340.35508500,7500.71000000,7695.38000000,7265.84000000,7317.09000000,68051.99720300,68051.99720300
2019-12-22,47114.84933500,49671.23451000,47054.59805500,49558.26336000,7131.59000000,7518.54000000,7122.47000000,7501.44000000,39137.45515000,39137.45515000
2019-12-21,47487.58806500,47504.56677000,46939.18250000,47122.51287500,7188.01000000,7190.58000000,7105.00000000,7132.75000000,19467.17402800,19467.17402800
2019-12-20,47245.12951500,47698.93000000,46770.71675000,47486.39889500,7151.31000000,7220.00000000,7079.50000000,7187.83000000,32132.06920500,32132.06920500
2019-12-19,48080.98389500,48755.97000000,46498.59501500,47238.45695000,7277.83000000,7380.00000000,7038.31000000,7150.30000000,55509.04907500,55509.04907500
2019-12-18,43760.39896000,49152.36000000,42512.82750000,48080.98389500,6623.84000000,7440.00000000,6435.00000000,7277.83000000,95636.65125100,95636.65125100
2019-12-17,45528.29836000,45863.71036500,43338.64000000,43760.26683000,6891.44000000,6942.21000000,6560.00000000,6623.82000000,53865.06992900,53865.06992900
2019-12-16,47035.63740000,47236.47500000,45162.03400000,45530.14818000,7119.60000000,7150.00000000,6836.00000000,6891.72000000,43863.99305900,43863.99305900
2019-12-15,46669.24091000,47568.78195000,46300.66427500,47028.96483500,7064.14000000,7200.30000000,7008.35000000,7118.59000000,26395.77813700,26395.77813700
2019-12-14,47945.81490500,48040.94850500,46324.77800000,46668.64632500,7257.37000000,7271.77000000,7012.00000000,7064.05000000,29561.98596700,29561.98596700
2019-12-13,47552.00144000,48287.23882500,47505.75594000,47953.14812000,7197.76000000,7309.05000000,7190.76000000,7258.48000000,27609.87379500,27609.87379500
2019-12-12,47632.86500000,48194.41750000,46776.00195000,47554.11552000,7210.00000000,7295.00000000,7080.30000000,7198.08000000,42288.60093200,42288.60093200
2019-12-11,47726.34697500,48065.59075000,47075.67279000,47632.86500000,7224.15000000,7275.50000000,7125.66000000,7210.00000000,30093.09194400,30093.09194400
2019-12-10,48482.72516000,48938.30940000,47283.38115000,47726.21484500,7338.64000000,7407.60000000,7157.10000000,7224.13000000,49723.76214000,49723.76214000
2019-12-09,49615.54171500,50539.72500000,48049.07450000,48482.72516000,7510.11000000,7650.00000000,7273.00000000,7338.64000000,46621.88749300,46621.88749300
2019-12-08,49464.91351500,49971.56600000,48722.01259000,49615.54171500,7487.31000000,7564.00000000,7374.86000000,7510.11000000,29856.89763100,29856.89763100
2019-12-07,49732.41070000,50339.01953000,49351.61204000,49470.85936500,7527.80000000,7619.62000000,7470.16000000,7488.21000000,31498.68417300,31498.68417300
2019-12-06,48815.42850000,50143.53319500,48260.48250000,49730.23055500,7389.00000000,7590.03000000,7305.00000000,7527.47000000,48189.08794400,48189.08794400
2019-12-05,47531.05883500,49449.65250000,47236.47500000,48815.42850000,7194.59000000,7485.00000000,7150.00000000,7389.00000000,59306.67885500,59306.67885500
2019-12-04,48179.28861500,51200.37500000,46688.13550000,47529.27508000,7292.71000000,7750.00000000,7067.00000000,7194.32000000,83147.14914200,83147.14914200
2019-12-03,48190.58573000,48888.10000000,47839.97877500,48179.28861500,7294.42000000,7400.00000000,7241.35000000,7292.71000000,33149.47748700,33149.47748700
2019-12-02,48831.94475000,49023.92964000,47243.74215000,48189.66082000,7391.50000000,7420.56000000,7151.10000000,7294.28000000,46330.25604000,46330.25604000
2019-12-01,49817.17209500,49825.23202500,47632.86500000,48827.91478500,7540.63000000,7541.85000000,7210.00000000,7390.89000000,60769.34231300,60769.34231300
2019-11-30,51140.85043500,51596.76500000,49158.96650000,49825.49628500,7740.99000000,7810.00000000,7441.00000000,7541.89000000,46989.43361900,46989.43361900
2019-11-29,49010.45238000,51861.02500000,48639.03495000,51132.19592000,7418.52000000,7850.00000000,7362.30000000,7739.68000000,60745.30087300,60745.30087300
2019-11-28,49600.94135000,50493.47950000,48623.84000000,49016.86068500,7507.90000000,7643.00000000,7360.00000000,7419.49000000,56933.98110900,56933.98110900
2019-11-27,47267.85587500,50572.75750000,45188.46000000,49605.03738000,7154.75000000,7655.00000000,6840.00000000,7508.52000000,92452.87349000,92452.87349000
2019-11-26,46972.14893500,48491.71000000,46360.98162000,47277.03891000,7109.99000000,7340.00000000,7017.48000000,7156.14000000,65722.39769000,65722.39769000
2019-11-25,45586.36949500,48740.70898500,43041.34750000,46969.37420500,6900.23000000,7377.69000000,6515.00000000,7109.57000000,119645.73519700,119645.73519700
2019-11-24,48300.78215000,48428.22153500,45327.19650000,45606.51932000,7311.10000000,7330.39000000,6861.00000000,6903.28000000,67890.20648300,67890.20648300
2019-11-23,48017.56149500,48521.30712000,46774.08606500,48303.88720500,7268.23000000,7344.48000000,7080.01000000,7311.57000000,50449.89475500,50449.89475500
2019-11-22,50392.99463500,51200.37500000,44858.13500000,48017.56149500,7627.79000000,7750.00000000,6790.00000000,7268.23000000,126603.14025900,126603.14025900
